icao,iata,name,city,country,lat,lon,elevation_ft
FYLS,LHU,Lianshulu Airport,Lianshulu Lodge,NA,-18.116495,23.39346,3143
FYLZ,LUD,Luderitz Airport,Luderitz,NA,-26.68740082,15.24289989,457
FYME,MJO,Mount Etjo Airport,Mount Etjo Safari Lodge,NA,-21.02330017,16.45280075,5000
FYMG,MQG,Midgard Airport,Midgard,NA,-22.0106,17.37,5125
FYMO,OKU,Mokuti Lodge Airport,Mokuti Lodge,NA,-18.812799,17.059401,3665
FYNA,NNI,Namutoni Airport,Namutoni,NA,-18.8064,16.9272,3579
FYNG,OGV,Ongava Lodge Airstrip,Ombika,NA,-19.328533,15.915003,3740
FYOA,OND,Ondangwa Airport,Ondangwa,NA,-17.878201,15.9526,3599
FYOE,OMG,Omega Airport,Omega,NA,-18.0303,22.189699,3346
FYOG,OMD,Oranjemund Airport,Oranjemund,NA,-28.5847,16.446699,14
FYOO,OKF,Okaukuejo Airport,Okaukuejo,NA,-19.1492,15.9119,3911
FYOP,OPW,Opuwa Airport,Opuwa,NA,-18.061424,13.85047,3770
FYOS,OHI,Oshakati Airport,Oshakati,NA,-17.797,15.6993,3616
FYOW,OTJ,Otjiwarongo Airport,Otjiwarongo,NA,-20.4347,16.660801,4859
FYRU,NDU,Rundu Airport,Rundu,NA,-17.9564991,19.71940041,3627
FYSA,RHN,Skorpion Mine Airport,Rosh Pinah,NA,-27.8764,16.6478,1870
FYSM,SWP,Swakopmund Municipal Aerodrome,Swakopmund,NA,-22.6619,14.5681,207
FYSS,SZM,Sesriem Airport,Sesriem,NA,-24.5128,15.7467,2454
FYTE,TCY,Terrace Bay Airport,Terrace Bay,NA,-19.9713,13.0249,32
FYTM,TSB,Tsumeb Airport,Tsumeb,NA,-19.26189995,17.73250008,4353
FYWB,WVB,Walvis Bay Airport,Walvis Bay,NA,-22.9799,14.6453,299
FYWE,ERS,Eros Airport,Windhoek,NA,-22.61219978,17.08040047,5575
FYWH,WDH,Hosea Kutako International Airport,Windhoek,NA,-22.4799,17.4709,5640
FZAA,FIH,Ndjili International Airport,Kinshasa,CD,-4.38575,15.4446,1027
FZAB,NLO,Ndolo Airport,N'dolo,CD,-4.326660156,15.32750034,915
FZAG,MNB,Muanda Airport,Muanda,CD,-5.930637,12.351334,89
FZAJ,BOA,Boma Airport,Boma,CD,-5.854,13.064,26
FZAL,LZI,Luozi Airport,Luozi,CD,-4.943881,14.123337,722
FZAM,MAT,Tshimpi Airport,Matadi,CD,-5.79961,13.4404,1115
FZAR,NKL,N'Kolo-Fuma Airport,N'Kolo-Fuma,CD,-5.421,14.8169,1476
FZBA,INO,Inongo Airport,Inongo,CD,-1.94722,18.285801,1040
FZBI,NIO,Nioki Airport,Nioki,CD,-2.717453,17.685735,1043
FZBO,FDU,Bandundu Airport,Bandundu,CD,-3.31132,17.381701,1063
FZBT,KRZ,Kiri Airport,Kiri,CD,-1.499806,18.928456,1013
FZCA,KKW,Kikwit Airport,Kikwit,CD,-5.03577,18.785601,1572
FZCB,IDF,Idiofa Airport,Idiofa,CD,-4.970605,19.57867,2300
FZCE,LUS,Lusanga Airport,Lusanga,CD,-4.8,18.716999,1365
FZCV,MSM,Masi Manimba Airport,Masi Manimba,CD,-4.783,17.85,1952
FZEA,MDK,Mbandaka Airport,Mbandaka,CD,0.022600001,18.2887001,1040
FZEN,BSU,Basankusu Airport,Basankusu,CD,1.22472,19.7889,1217
FZFA,LIE,Libenge Airport,Libenge,CD,3.626584,18.638477,1125
FZFD,BDT,Gbadolite Airport,Gbadolite,CD,4.252745,20.975271,1509
FZFK,GMA,Gemena Airport,Gemena,CD,3.23537,19.771299,1378
FZFP,KLI,Kotakoli Airbase,Kotakoli,CD,4.156991,21.66667,1801
FZFU,BMB,Bumba Airport,Bumba,CD,2.183261,22.479572,0
FZGA,LIQ,Lisala Airport,Lisala,CD,2.17066,21.496901,1509
FZGN,BNB,Boende Airport,Boende,CD,-0.286652,20.883551,1168
FZGV,IKL,Ikela Airport,Ikela,CD,-1.048109,23.372501,1283
FZIC,FKI,Bangoka International Airport,Kisangani,CD,0.481638998,25.33799934,1417
FZIR,YAN,Yangambi Airport,Yangambi,CD,0.783,24.466999,1378
FZJH,IRP,Matari Airport,Isiro,CD,2.82761,27.588301,2438
FZKA,BUX,Bunia Airport,Bunia,CD,1.565743,30.220685,4045
FZKJ,BZU,Buta Zega Airport,Buta,CD,2.818058,24.793997,1378
FZMA,BKY,Bukavu Kavumu Airport,Kamakombe,CD,-2.30898,28.8088,5643
FZNA,GOM,Goma International Airport,Goma,CD,-1.66617,29.237929,5089
FZNP,BNC,Beni Airport,Beni,CD,0.575,29.4739,3517
FZOA,KND,Kindu Airport,Kindu,CD,-2.919179916,25.91539955,1630
FZOC,,Kamisuku Airport,Kalima,CD,-2.55,26.616667,0
FZOK,,Kasongo Airport,Kasongo,CD,-4.524032,26.60023,1785
FZOP,PUN,Punia Airport,Punia,CD,-1.390698,26.348146,1742
FZQA,FBM,Lubumbashi International Airport,Lubumbashi,CD,-11.59130001,27.53089905,4295
FZQC,PWO,Pweto Airport,Pweto,CD,-8.400768,28.926285,3625
FZQG,KEC,Kasenga Airport,Kasenga,CD,-10.35,28.632999,3146
FZQM,KWZ,Kolwezi Airport,Kolwezi,CD,-10.7659,25.505699,5007
FZRA,MNO,Manono Airport,Manono,CD,-7.28889,27.3944,2077
FZRB,BDV,Moba Airport,Moba,CD,-7.08488,29.737072,2953
FZRF,FMI,Kalemie Airport,Kalemie,CD,-5.87556,29.25,2569
FZRM,KBO,Kabalo Airport,Kabalo,CD,-6.083,26.917,1840
FZRQ,KOO,Kongolo Airport,Kongolo,CD,-5.393898,26.989932,1850
FZSB,KMN,Kamina City Airport,Kamina,CD,-8.728878,24.991407,3475
FZSK,KAP,Kapanga Airport,Kapanga,CD,-8.371157,22.647457,3025
FZTK,KNM,Kaniama Airport,Kaniama,CD,-7.599343,24.158592,2772
FZUA,KGA,Kananga Airport,Kananga,CD,-5.90005,22.4692,2139
FZUG,LZA,Luiza Airport,Luiza,CD,-7.189971,22.39254,2890
FZUK,TSH,Tshikapa Airport,Tshikapa,CD,-6.43833,20.794701,1595
FZVA,LJA,Lodja Airport,Lodja,CD,-3.462745,23.615162,1647
FZVI,LBO,Lusambo Airport,Lusambo,CD,-4.96167,23.3783,1407
FZVM,MEW,Mweka Airport,Mweka,CD,-4.855027,21.541786,1968
FZVR,BAN,Basongo Airport,Basongo,CD,-4.315802,20.414891,1640
FZVS,PFR,Ilebo Airport,Ilebo,CD,-4.329919,20.590124,1450
FZWA,MJM,Mbuji Mayi Airport,Mbuji Mayi,CD,-6.121240139,23.56900024,2221
FZWT,KBN,Tunta Airport,Kabinda,CD,-6.120761,24.546204,2766
GABS,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,1247
GAGM,GUD,Goundam Airport,Goundam,ML,16.358426,-3.604536,866
GAGO,GAQ,Gao Airport,,ML,16.2484,-0.005456,870
GAKA,KNZ,Kenieba Airport,Kenieba,ML,12.833,-11.25,449
GAKO,KTX,Koutiala Airport,Koutiala,ML,12.38300037,-5.467000008,1240
GAMB,MZI,Mopti Ambodédjo International Airport,Sévaré,ML,14.5128,-4.07956,906
GANK,NRM,Nara Airport,Nara,ML,15.22913,-7.261965,889
GANR,NIX,Nioro du Sahel Airport,Nioro du Sahel,ML,15.2381,-9.57611,778
GASK,KSS,Sikasso Airport,Sikasso,ML,11.328611,-5.684722,1378
GATB,TOM,Timbuktu Airport,Timbuktu,ML,16.730499,-3.00758,863
GAYE,EYL,Yélimané Airport,Yélimané,ML,15.123682,-10.571177,325
GBYD,BJL,Banjul International Airport,Banjul,GM,13.338,-16.652201,95
GCFV,FUE,Fuerteventura Airport,El Matorral,ES,28.4527,-13.8638,85
GCGM,GMZ,La Gomera Airport,"Alajero, La Gomera Island",ES,28.0296,-17.2146,716
GCHI,VDE,El Hierro Airport,El Hierro Island,ES,27.8148,-17.8871,103
GCLA,SPC,La Palma Airport,"Sta Cruz de la Palma, La Palma Island",ES,28.626499,-17.7556,107
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,ES,27.9319,-15.3866,78
GCRR,ACE,César Manrique-Lanzarote Airport,San Bartolomé,ES,28.945499,-13.6052,46
GCTS,TFS,Tenerife Sur Airport,Tenerife,ES,28.0445,-16.5725,209
GCXO,TFN,Tenerife Norte-Ciudad de La Laguna Airport,Tenerife,ES,28.4827,-16.341499,2076
GEML,MLN,Melilla Airport,Melilla,ES,35.2798,-2.95626,156
GFBO,KBS,Bo Airport,Bo,SL,7.9444,-11.761,328
GFGK,GBK,Gbangbatok Airport,Gbangbatok,SL,7.812535,-12.377815,75
GFHA,HGS,Hastings Airport,Freetown,SL,8.394348,-13.128891,60
GFKB,KBA,Kabala Airport,Kabala,SL,9.638322913,-11.51556015,1012
GFKE,KEN,Kenema Airport,Kenema,SL,7.896364,-11.174126,485
GFLL,FNA,Lungi International Airport,Freetown (Lungi-Town),SL,8.61644,-13.1955,84
GFYE,WYE,Yengema Airport,Yengema,SL,8.61047,-11.0454,1300
GGBU,BQE,Bubaque Airport,Bubaque,GW,11.297356,-15.838079,0
GGOV,OXB,Osvaldo Vieira International Airport,Bissau,GW,11.89480019,-15.65369987,129
GLBU,UCN,Buchanan Airport,Buchanan,LR,5.905503,-10.058262,41
GLCP,CPA,Cape Palmas Airport,Harper,LR,4.379020214,-7.696949959,20
GLGE,SNI,Greenville/Sinoe Airport,Greenville,LR,5.032124,-9.064236,10
GLMR,MLW,Spriggs Payne Airport,Monrovia,LR,6.28906,-10.7587,25
GLNA,NIA,Nimba Airport,Nimba,LR,7.494459,-8.584514,1632
GLRB,ROB,Roberts International Airport,Monrovia,LR,6.23379,-10.3623,31
GLST,SAZ,Sasstown Airport,Sasstown,LR,4.681845,-8.434668,6
GLTN,THC,Tchien Airport,Zwedru,LR,6.04565,-8.138723,790
GLVA,VOI,Voinjama Airport,Voinjama,LR,8.32347,-9.769249,1400
GMAD,AGA,Al Massira Airport,Agadir (Temsia),MA,30.322478,-9.412003,250
GMAT,TTA,Tan Tan Airport,Tan Tan,MA,28.44820023,-11.16129971,653
GMAZ,OZG,Zagora Airport,Zagora,MA,30.263858,-5.853341,2414
GMFB,UAR,Bouarfa Airport,Bouarfa,MA,32.514306,-1.983056,3630
GMFF,FEZ,Fes Saïss International Airport,Saïss,MA,33.927299,-4.97796,1900
GMFK,ERH,Moulay Ali Cherif Airport,Errachidia,MA,31.94750023,-4.398330212,3428
GMFM,MEK,Bassatine Airport,Meknes,MA,33.879101,-5.51512,1890
GMFO,OUD,Oujda Angads Airport,Ahl Angad,MA,34.789558,-1.926041,1535
GMMA,SMW,Smara Airport,Smara,EH,26.731987,-11.683655,350
GMMB,GMD,Ben Slimane Airport,Ben Slimane,MA,33.655399,-7.22145,627
GMMD,BEM,Beni Mellal Airport,Oulad Yaich,MA,32.401895,-6.315905,1694
GMME,RBA,Rabat-Salé Airport,Rabat,MA,34.051498,-6.75152,276
GMMH,VIL,Dakhla Airport,Dakhla,EH,23.7183,-15.932,36
GMMI,ESU,Essaouira-Mogador Airport,Essaouira,MA,31.397499,-9.68167,384
GMML,EUN,Hassan I Airport,El Aaiún,EH,27.142467,-13.224947,207
GMMN,CMN,Mohammed V International Airport,Casablanca,MA,33.3675,-7.58997,656
GMMW,NDR,Nador Al Aaroui International Airport,Al Aaroui,MA,34.9888,-3.02821,574
GMMX,RAK,Menara Airport,Marrakech,MA,31.606899,-8.0363,1545
GMMZ,OZZ,Ouarzazate Airport,Ouarzazate,MA,30.93910027,-6.909430027,3782
GMTA,AHU,Cherif Al Idrissi Airport,Al Hoceima,MA,35.177101,-3.83952,95
GMTT,TNG,Tangier Ibn Battuta Airport,Tangier,MA,35.731741,-5.921459,62
GOBD,DSS,Blaise Diagne International Airport,Dakar,SN,14.670878,-17.072829,290
GOGG,ZIG,Ziguinchor Airport,Ziguinchor,SN,12.5556,-16.281799,75
GOGS,CSK,Cap Skirring Airport,Cap Skirring,SN,12.39533,-16.748,52
GOOK,KLC,Kaolack Airport,Kaolack,SN,14.14690018,-16.05130005,26
GOOY,DKR,Léopold Sédar Senghor International Airport,Dakar,SN,14.7397,-17.4902,85
GOSM,MAX,Ouro Sogui Airport,Ouro Sogui,SN,15.5936,-13.3228,85
GOSP,POD,Podor Airport,Podor,SN,16.678155,-14.964957,20
GOSR,RDT,Richard Toll Airport,Richard Toll,SN,16.437816,-15.656376,20
GOSS,XLS,Saint Louis Airport,Saint Louis,SN,16.049814,-16.461039,9
GOTB,BXE,Bakel Airport,Bakel,SN,14.84729958,-12.46829987,98
GOTK,KGG,Kédougou Airport,Kédougou,SN,12.57229996,-12.22029972,584
GOTS,SMY,Simenti Airport,Simenti,SN,13.04679966,-13.29539967,171
GOTT,TUD,Tambacounda Airport,Tambacounda,SN,13.73680019,-13.65310001,161
GQNA,AEO,Aioun el Atrouss Airport,Aioun El Atrouss,MR,16.7112999,-9.637880325,951
GQNB,OTL,Boutilimit Airport,Boutilimit,MR,17.52832,-14.71412,121
GQNC,THI,Tichitt Airport,Tichitt,MR,18.433942,-9.486411,561
GQND,TIY,Tidjikja Airport,Tidjikja,MR,18.570101,-11.4235,1342
GQNE,BGH,Abbaye Airport,Boghe,MR,16.63331413,-14.20000076,66
GQNF,KFA,Kiffa Airport,Kiffa,MR,16.59,-11.4062,430
GQNH,TMD,Timbedra Airport,Timbedra,MR,16.233671,-8.163464,692
GQNI,EMN,Néma Airport,Néma,MR,16.622,-7.3166,745
GQNJ,AJJ,Akjoujt Airport,Akjoujt,MR,19.727998,-14.377214,403
GQNK,KED,Kaédi Airport,Kaédi,MR,16.1595,-13.5076,75
GQNL,MOM,Letfotar Airport,Moudjeria,MR,17.75,-12.5,256
GQNO,NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,MR,18.31,-15.969722,9
GQNS,SEY,Sélibaby Airport,Sélibaby,MR,15.1796999,-12.20730019,219
GQNT,THT,Tamchakett Airport,Tamchakett,MR,17.23157,-10.77923,620
GQPA,ATR,Atar International Airport,Atar,MR,20.5067997,-13.04319954,734
GQPF,FGD,Fderik Airport,Fderik,MR,22.673551,-12.729262,961
GQPP,NDB,Nouadhibou International Airport,Nouadhibou,MR,20.93309975,-17.03000069,24
GQPZ,OUZ,Tazadit Airport,Zouérate,MR,22.757345,-12.482228,1119
GUCY,CKY,Conakry International Airport,Conakry,GN,9.57689,-13.612,72
GUFA,FIG,Fria Airport,Fria,GN,10.3506,-13.5692,499
GUFH,FAA,Faranah Airport,Faranah,GN,10.03549957,-10.76980019,1476
GUKU,KSI,Kissidougou Airport,Kissidougou,GN,9.160559654,-10.12440014,1808
GULB,LEK,Tata Airport,Labé,GN,11.337512,-12.290869,3396
GUMA,MCA,Macenta Airport,Macenta,GN,8.481456,-9.526048,1690
GUNZ,NZE,Nzérékoré Airport,Nzérékoré,GN,7.810413,-8.702073,1657
GUOK,BKJ,Boké Baralande Airport,Boké,GN,10.9658,-14.2811,164
GUSB,SBI,Sambailo Airport,Koundara,GN,12.575315,-13.363349,295
GUSI,GII,Siguiri Airport,Siguiri,GN,11.399833,-9.18841,1296
GVAC,SID,Amílcar Cabral International Airport,Espargos,CV,16.7414,-22.9494,177
GVAN,NTO,Agostinho Neto Airport,Ponta do Sol,CV,17.20280075,-25.09059906,32
GVBA,BVC,Rabil Airport,Rabil,CV,16.1364994,-22.88890076,69
GVBR,BVR,Esperadinha Airport,Brava Island,CV,14.864306,-24.746,64
GVMA,MMO,Maio Airport,Vila do Maio,CV,15.1559,-23.21369934,36
GVMT,MTI,Mosteiros Airport,Vila do Mosteiros,CV,15.045,-24.339199,66
GVNP,RAI,Nelson Mandela International Airport,Praia,CV,14.941126,-23.484728,230
GVSF,SFL,São Filipe Airport,São Filipe,CV,14.88500023,-24.47999954,617
GVSN,SNE,Preguiça Airport,Preguiça,CV,16.588852,-24.284132,669
GVSV,VXE,São Pedro Airport,São Pedro,CV,16.8332,-25.0553,66
HAAB,ADD,Addis Ababa Bole International Airport,Addis Ababa,ET,8.97789,38.799301,7630
HAAM,AMH,Arba Minch Airport,Arba Minch,ET,6.03939,37.5905,3901
HAAX,AXU,Axum Airport,Axum,ET,14.1468,38.7728,6959
HABC,BCO,Baco Airport,Baco,ET,5.783333,36.55,4300
HABD,BJR,Bahir Dar Airport,Bahir Dar,ET,11.6081,37.321602,5978
HABE,BEI,Beica Airport,Beica,ET,9.38639,34.5219,5410
HADC,DSE,Kombolcha Airport,Dessie,ET,11.10992,39.72353,6120
HADD,DEM,Dembidollo Airport,Dembidollo,ET,8.554,34.858002,5200
HADM,DBM,Debre Markos Airport,Debre Markos,ET,10.321501,37.741887,8136
HADR,DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,ET,9.624699593,41.85419846,3827
HADT,DBT,Debre Tabor Airport,Debre Tabor,ET,11.884808,38.009241,8490
HAFN,FNH,Fincha Airport,Fincha,ET,9.584387,37.377855,7600
HAGB,GOB,Robe Airport,Goba,ET,7.119033,40.045166,7892
HAGH,GNN,Ghinnir Airport,Ghinnir,ET,7.150000095,40.71699905,6499
HAGM,GMB,Gambela Airport,Gambela,ET,8.12876,34.563099,1614
HAGN,GDQ,Gondar Airport,Azezo,ET,12.5199,37.433998,6449
HAGO,GDE,Gode Airport,Gode,ET,5.935130119,43.57860184,834
HAGR,GOR,Gore Airport,Gore,ET,8.1614,35.5529,6580
HAHU,HUE,Humera Airport,Akwi,ET,13.83012,36.88237,1930
HAJJ,JIJ,Wilwal International Airport,Jijiga,ET,9.3325,42.9121,5954
HAJM,JIM,Jimma Airport,Jimma,ET,7.666090012,36.8166008,5500
HAKD,ABK,Kebri Dahar Airport,Kebri Dahar,ET,6.732577,44.241339,1800
HAKL,LFO,Kelafo East Airport,Kelafo,ET,5.657000065,44.34999847,1730
HALA,AWA,Hawassa International Airport,Hawassa,ET,7.099869,38.396187,5450
HALL,LLI,Lalibella Airport,Lalibela,ET,11.97500038,38.97999954,6506
HAMA,MKS,Mekane Selam Airport,Mekane Selam,ET,10.7254,38.7415,8405
HAMJ,,Tume Airport,Maji,ET,5.833,35.533001,2500
HAMK,MQX,Alula Aba Nega Airport,Mekelle,ET,13.4674,39.533501,7396
HAMM,ETE,Metema Airport,Metema,ET,12.93299961,36.16699982,2650
HAMN,NDM,Mendi Airport,Mendi,ET,9.767,35.099998,5500
HAMR,MUJ,Mui River Airport,Omo National Park,ET,5.8646,35.7485,1834
HAMT,MTF,Mizan Teferi Airport,Mizan Teferi,ET,6.9571,35.5547,4396
HANG,EGL,Negele Airport,Negele Borana,ET,5.2897,39.7023,5230
HANJ,NEJ,Nejjo Airport,Nejo,ET,9.55,35.466995,6150
HANK,NEK,Nekemte Airport,Nekemte,ET,9.034333,36.613154,6500
HAPW,PWI,Beles Airport,Pawe,ET,11.3126,36.4164,3695
HASD,SXU,Soddu Airport,Soddu,ET,6.80281,37.68622,6400
HASK,SKR,Shakiso Airport,Shakiso,ET,5.6923,38.9764,5815
HASL,HIL,Shilavo Airport,Shilavo,ET,6.077545,44.763736,1296
HASM,SZE,Semera Airport,Semera,ET,11.7875,40.9915,1390
HASO,ASO,Asosa Airport,Asosa,ET,10.01850033,34.5862999,5100
HATP,TIE,Tippi Airport,Tippi,ET,7.2024,35.415,1100
HAWR,WRA,Warder Airport,Warder,ET,6.9724,45.3334,1850
HBBA,BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,-3.32402,29.318501,2582
HBBE,GID,Gitega Airport,Gitega,BI,-3.417209,29.911308,5741
HBBO,KRE,Kirundo Airport,Kirundo,BI,-2.544772,30.094575,4511
HCMA,ALU,Alula Airport,Alula,SO,11.9582,50.748,6
HCMB,BIB,Baidoa Airport,Baidoa,SO,3.10192,43.627137,1820
HCMC,CXN,Candala Airport,Candala,SO,11.495627,49.909816,30
HCMD,BSY,Baardheere Airport,Baardheere,SO,2.330195,42.311802,396
HCME,HCM,Eil Airport,Eyl,SO,8.104,49.82,879
HCMF,BSA,Bosaso / Bender Qassim International Airport,Bosaso,SO,11.275235,49.139231,3
HCMG,GSR,Gardo Airport,Gardo,SO,9.545975,49.119148,2632
HCMH,HGA,Egal International Airport,Hargeisa,SO,9.513207,44.082389,4471
HCMI,BBO,Berbera Airport,Berbera,SO,10.385035,44.936723,30
HCMJ,LGX,Lugh Ganane Airport,Luuq,SO,3.8124,42.5459,507
HCMK,KMU,Kismayo Airport,Kismayo,SO,-0.377353,42.459202,49
HCMM,MGQ,Aden Adde International Airport,Mogadishu,SO,2.01444006,45.30469894,29
HCMO,CMO,Hobyo Airport,Hobyo,SO,5.358003,48.515281,65
HCMR,GLK,Galcaio Airport,Galcaio,SO,6.780829906,47.45470047,975
HCMS,CMS,Iskushuban Airport,Iskushuban,SO,10.313889,50.205556,1121
HCMU,ERA,Erigavo Airport,Erigavo,SO,10.64205055,47.38798141,5720
HCMV,BUO,Burao Airport,Burao,SO,9.5275,45.5549,3400
HDAM,JIB,Djibouti-Ambouli Airport,Djibouti City,DJ,11.5473,43.1595,49
HDAS,AII,Ali-Sabieh Airport,Ali-Sabieh,DJ,11.146889,42.72,2313
HDMO,MHI,Moucha Airport,Moucha Island,DJ,11.72975,43.209559,0
HDOB,OBC,Obock Airport,Obock,DJ,11.96700001,43.26699829,69
HDTJ,TDJ,Tadjoura Airport,Tadjoura,DJ,11.787037,42.917376,246
HEAL,DBB,El Alamein International Airport,El Alamein,EG,30.924324,28.46161,154
HEAR,AAC,El Arish International Airport,El Arish,EG,31.078565,33.836791,118
HEAT,ATZ,Asyut International Airport,Asyut,EG,27.050818,31.016309,748
HEBA,HBE,Borj El Arab International Airport,Alexandria,EG,30.93249,29.696437,171
HEBL,ABS,Abu Simbel Airport,Abu Simbel,EG,22.367657,31.609962,614
HECA,CAI,Cairo International Airport,Cairo,EG,30.111534,31.396694,322
HEDK,DAK,Ad Dakhla Airport,Dakhla Oases,EG,25.41116,29.003273,551
HEGN,HRG,Hurghada International Airport,Hurghada,EG,27.176776,33.796692,32
HEKG,UVL,El Kharja Airport,Kharja Oases,EG,25.471483,30.588491,194
HELX,LXR,Luxor International Airport,Luxor,EG,25.671037,32.706451,276
HEMA,RMF,Marsa Alam International Airport,Marsa Alam,EG,25.555548,34.59245,213
HEMM,MUH,Marsa Matruh International Airport,Marsa Matruh,EG,31.325464,27.221716,75
HEOW,GSQ,El Owainat East International Airport,Sharq El Owainat,EG,22.584256,28.721609,843
HEPS,PSD,Port Said International Airport,Port Said,EG,31.279285,32.240582,10
HESC,SKV,Saint Catherine International Airport,Saint Catherine,EG,28.684601,34.062681,4402
HESG,HMB,Suhaj Mubarak International Airport,Suhaj,EG,26.342515,31.743017,322
HESH,SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,EG,27.977272,34.394717,191
HESN,ASW,Aswan International Airport,Aswan,EG,23.968137,32.824445,650
HETB,TCP,Taba International Airport,Taba,EG,29.594496,34.775752,2425
HETR,ELT,At Tur Airport,At Tur,EG,28.208964,33.645483,52
HHAS,ASM,Asmara International Airport,Asmara,ER,15.29189968,38.91070175,7661
HHMS,MSW,Massawa International Airport,Massawa,ER,15.67,39.370098,194
HHSB,ASA,Assab International Airport,Asab,ER,13.07180023,42.64500046,46
HHTS,TES,Tessenei Airport,Tessenei,ER,15.104322,36.681711,2018
HJJJ,JUB,Juba International Airport,Juba,SS,4.87201,31.601101,1513
HKAM,ASV,Amboseli Airport,Amboseli National Park,KE,-2.645050049,37.25310135,3755
HKEL,EDL,Eldoret International Airport,Eldoret,KE,0.404457986,35.23889923,6941
HKES,EYS,Eliye Springs Airport,Eliye Springs,KE,3.23635,35.97664,1395
HKFG,KLK,Kalokol Airport,Kalokol,KE,3.49161,35.836777,1245
HKGA,GAS,Garissa Airport,Garissa,KE,-0.463508,39.6483,475
HKHO,HOA,Hola Airport,Hola,KE,-1.522,40.004002,195
HKJK,NBO,Jomo Kenyatta International Airport,Nairobi,KE,-1.319239974,36.92779922,5330
HKKE,KEU,Keekorok Airport,Keekorok,KE,-1.586345,35.257455,5800
HKKG,GGM,Kakamega Airport,Kakamega,KE,0.271342009,34.78730011,5020
HKKI,KIS,Kisumu Airport,Kisumu,KE,-0.086139001,34.72890091,3734
HKKL,ILU,Kilaguni Airport,Kilaguni,KE,-2.91061,38.065201,2750
HKKR,KEY,Kericho Airport,Kericho,KE,-0.3899,35.242093,6446
HKKT,KTL,Kitale Airport,Kitale,KE,0.971989,34.958599,6070
HKLK,LKG,Lokichoggio Airport,Lokichoggio,KE,4.20412,34.348202,2074
HKLO,LOK,Lodwar Airport,Lodwar,KE,3.12197,35.6087,1715
HKLU,LAU,Manda Airport,Lamu,KE,-2.252431,40.912892,20
HKLY,LOY,Loyengalani Airport,Loyengalani,KE,2.75,36.716999,1195
HKMA,NDE,Mandera Airport,Mandera,KE,3.934045,41.844437,805
HKMB,RBT,Marsabit Airport,Marsabit,KE,2.344254,37.999996,4395
HKMK,JJM,Mulika Lodge Airport,Meru-Kinna,KE,0.165083,38.195141,2230
HKML,MYD,Malindi Airport,Malindi,KE,-3.229310036,40.10169983,80
HKMO,MBA,Moi International Airport,Mombasa,KE,-4.03483,39.5942,200
HKMY,OYL,Moyale Airport,Moyale (Lower),KE,3.46972,39.101398,2790
HKNI,NYE,Nyeri Airport,Nyeri,KE,-0.364414,36.978485,5830
HKNK,NUU,Nakuru Airport,Nakuru,KE,-0.298067,36.159302,6234
HKNW,WIL,Nairobi Wilson Airport,Nairobi,KE,-1.321720004,36.81480026,5536
HKNY,,Laikipia Air Base,Nanyuki,KE,0.032933,37.026901,0
HKSB,UAS,Samburu Airport,Samburu,KE,0.534069,37.531991,3295
HKUK,UKA,Ukunda Airstrip,Ukunda,KE,-4.29333,39.571098,98
HKWJ,WJR,Wajir Airport,Wajir,KE,1.73324,40.091599,770
HLGD,SRX,Sirt International Airport / Ghardabiya Airbase,Sirt,LY,31.063499,16.594999,267
HLGT,GHT,Ghat Airport,Ghat,LY,25.14559937,10.14260006,2296
HLKF,AKF,Kufra Airport,Kufra,LY,24.17869949,23.31399918,1367
HLLB,BEN,Benina International Airport,Benina,LY,32.096802,20.269501,433
HLLM,MJI,Mitiga International Airport,Tripoli,LY,32.89177,13.287878,36
HLLQ,LAQ,Al Abraq International Airport,Al Albraq,LY,32.7887,21.9643,2157
HLLS,SEB,Sabha Airport,Sabha,LY,26.992452,14.466162,1427
HLMB,LMQ,Marsa al Brega Airport,Marsa al Brega,LY,30.378099,19.576401,50
HLMS,MRA,Misrata International Airport,Misrata,LY,32.325001,15.061,60
HLNR,NFR,Nafurah 1 Airport,Nafurah 1,LY,29.2132,21.5924,125
HLON,HUQ,Hon Airport,,LY,29.1101,15.9656,919
HLTD,LTD,Ghadames East Airport,Ghadames,LY,30.15169907,9.715310097,1122
HLUB,QUB,Ubari Airport,Ubari,LY,26.567499,12.8231,1528
HLZN,ZIS,Alzintan Airport,Zintan,LY,31.774878,12.25006,2080
HLZW,WAX,Zuwarah International Airport,Zuwarah,LY,32.952301,12.0155,9
HRYG,GYI,Gisenyi Airport,Gisenyi,RW,-1.67719996,29.25889969,5082
HRYI,BTQ,Butare Airport,Butare,RW,-2.59583,29.7367,5801
HRYR,KGL,Kigali International Airport,Kigali,RW,-1.96863,30.1395,4859
HRYU,RHG,Ruhengeri Airport,Ruhengeri,RW,-1.496873,29.631343,6102
HRZA,KME,Kamembe Airport,Kamembe,RW,-2.462239981,28.90789986,5192
HSAT,ATB,Atbara Airport,Atbara,SD,17.71034431,34.05701828,1181
HSDB,EDB,Al Dabbah Airport,Al Dabbah,SD,18.0146,30.9595,843
